City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,ampanihy,-24.7,44.75,25.34,75,54,2.73,MG,1676227788
357,kjopsvik,68.097,16.3742,3.93,84,100,15.67,NO,1676227788
358,tucupita,9.0622,-62.051,28.08,63,88,3.45,VE,1676227789
359,baykit,61.67,96.37,-26.27,100,92,0.79,RU,1676227789
360,buriti bravo,-5.8372,-43.8336,31.52,52,97,1.69,BR,1676227789
361,kloulklubed,7.0419,134.2556,25.28,79,100,6.42,PW,1676227790
362,awjilah,29.1081,21.2869,12.8,44,27,4.01,LY,1676227790
363,manacapuru,-3.2997,-60.6206,29.14,74,37,2.2,BR,1676227791
364,bonnyville,54.2668,-110.735,-1.11,85,100,3.35,CA,1676227521
365,kungurtug,50.5994,97.5228,-25.15,93,31,1.1,RU,1676227791
366,hamilton,39.1834,-84.5333,12.95,23,0,8.75,US,1676227597
367,coquimbo,-29.9533,-71.3436,21.85,68,20,4.63,CL,1676227725
368,rabo de peixe,37.8,-25.5833,15.73,77,20,4.12,PT,1676227852
369,carutapera,-1.195,-46.02,28.75,69,76,3.65,BR,1676227852
370,kirkenes,69.7271,30.0458,0.12,86,0,8.23,NO,1676227852
371,novoagansk,61.9449,76.6625,-14.39,93,100,4.74,RU,1676227853
372,saint anthony,45.0205,-93.218,3.28,71,0,2.06,US,1676227853
373,klaksvik,62.2266,-6.589,8.51,83,100,11.93,FO,1676227853
374,vasto,42.1243,14.7059,7.86,70,66,5.57,IT,1676227854
375,palu,-0.8917,119.8707,23.74,96,100,1.0,ID,1676227777
376,hvide sande,56.0045,8.1294,7.27,91,20,7.08,DK,1676227854
377,dunedin,-45.8742,170.5036,14.33,80,100,0.45,NZ,1676227854
378,iralaya,15.0,-83.2333,26.97,68,0,6.43,HN,1676227855
379,caraballeda,10.6112,-66.8522,32.04,62,20,2.57,VE,1676227855
380,high level,58.5169,-117.136,-11.94,100,100,1.03,CA,1676227855
381,urengoy,65.9667,78.3667,-14.94,94,98,7.68,RU,1676227856
382,anito,12.4497,125.2886,25.4,80,11,4.76,PH,1676227856
383,north vernon,39.0062,-85.6236,12.38,29,0,3.21,US,1676227754
384,kruisfontein,-34.0033,24.7314,22.16,89,61,3.05,ZA,1676227857
385,alibag,18.6411,72.8792,29.04,39,4,2.99,IN,1676227857
386,gloucester,51.8657,-2.2431,8.45,77,0,1.79,GB,1676227857
387,perivolion,39.4206,20.0147,10.75,45,98,1.77,GR,1676227858
388,san quintin,30.4833,-115.95,12.59,67,100,3.25,MX,1676227575
389,luwuk,-0.9516,122.7875,25.77,78,100,1.57,ID,1676227858
390,pattani,6.75,100.4167,22.84,95,49,1.16,TH,1676227858
391,zyryanka,65.75,150.85,-40.52,100,90,0.35,RU,1676227859
392,orsha,54.5153,30.4053,-4.23,92,100,4.12,BY,1676227859
393,san patricio,28.017,-97.5169,18.93,34,100,3.01,US,1676227860
394,aljezur,37.3191,-8.8033,13.76,79,35,7.58,PT,1676227860
395,kandrian,-6.2167,149.55,25.69,88,100,4.0,PG,1676227860
396,innisfail,-17.5333,146.0333,24.06,81,95,0.95,AU,1676227861
397,kota bahru,6.1333,102.2386,23.97,94,20,0.0,MY,1676227861
398,rumboci,43.8322,17.5011,-0.4,97,98,2.86,BA,1676227862
399,nicoya,10.1483,-85.452,33.73,35,5,9.07,CR,1676227862
400,qunduz,36.729,68.857,4.85,48,97,1.07,AF,1676227863
401,kholm-zhirkovskiy,55.5189,33.4731,-8.42,96,87,2.94,RU,1676227863
402,kidal,18.4411,1.4078,27.64,14,80,5.15,ML,1676227863
403,vila velha,-20.3297,-40.2925,29.97,72,40,8.23,BR,1676227864
404,port macquarie,-31.4333,152.9167,19.38,92,35,4.54,AU,1676227649
405,svetlogorsk,52.6333,29.7333,-4.74,92,88,3.36,BY,1676227864
406,chapleau,47.8405,-83.4034,3.05,70,75,4.63,CA,1676227865
407,slave lake,55.2834,-114.769,0.99,64,100,3.6,CA,1676227865
408,tomigusuku,26.185,127.675,21.87,94,100,7.2,JP,1676227865
409,knysna,-34.0363,23.0471,20.75,91,0,1.96,ZA,1676227866
410,nurota,40.5614,65.6886,1.48,52,100,1.54,UZ,1676227866
411,murray bridge,-35.1167,139.2667,12.29,73,1,3.5,AU,1676227867
412,oussouye,12.485,-16.5469,34.1,59,100,6.96,SN,1676227867
413,ngunguru,-35.6167,174.5,19.66,96,100,16.87,NZ,1676227927
414,camacha,33.0833,-16.3333,15.68,77,40,3.6,PT,1676227928
415,abha,18.2164,42.5053,15.9,67,0,2.06,SA,1676227928
416,napier,-39.4833,176.9167,16.27,91,100,4.92,NZ,1676227929
417,rapid valley,44.0625,-103.1463,12.09,23,0,8.75,US,1676227929
418,lasa,46.6166,10.7002,8.49,77,14,0.86,IT,1676227930
419,khovu-aksy,51.1333,93.6,-17.73,89,100,1.78,RU,1676227930
420,khatanga,71.9667,102.5,-17.24,97,100,2.16,RU,1676227931
421,baherden,38.4362,57.4316,4.04,67,100,1.41,TM,1676227931
422,cayenne,4.9333,-52.3333,28.02,78,75,6.69,GF,1676227754
423,makat,47.6469,53.3463,-7.89,83,18,4.44,KZ,1676227932
424,rantoul,40.3084,-88.1559,11.13,42,0,3.6,US,1676227932
425,ati,13.2154,18.3353,26.16,13,0,5.45,TD,1676227932
426,solana beach,32.9912,-117.2711,16.25,58,64,3.13,US,1676227933
427,aswan,24.0934,32.907,18.61,29,0,5.14,EG,1676227933
428,kieta,-6.2167,155.6333,26.14,84,100,2.56,PG,1676227933
429,forrest city,35.0081,-90.7898,10.81,33,0,2.74,US,1676227934
430,port augusta,-32.5,137.7667,17.08,61,10,4.11,AU,1676227934
431,palmer,42.1584,-72.3287,9.72,33,75,0.45,US,1676227935
432,juiz de fora,-21.7642,-43.3503,24.08,84,92,2.56,BR,1676227935
433,swift current,50.2834,-107.8014,-0.55,74,0,5.14,CA,1676227935
434,mohelnice,49.777,16.9195,3.31,69,51,0.59,CZ,1676227936
435,gamba,-2.65,10.0,26.12,90,100,3.12,GA,1676227936
436,baruun-urt,46.6806,113.2792,-20.32,92,5,2.33,MN,1676227936
437,soeng sang,14.4264,102.4606,24.31,72,4,2.37,TH,1676227937
438,shiyan,32.6475,110.7781,4.65,97,100,1.13,CN,1676227844
439,casper,42.8666,-106.3131,-0.66,55,0,5.66,US,1676227937
440,avera,33.194,-82.5271,8.73,87,100,4.8,US,1676227937
441,porto nacional,-10.7081,-48.4172,32.0,41,12,1.75,BR,1676227938
442,sungaipenuh,-2.0833,101.3833,17.32,90,100,0.52,ID,1676227938
443,zilupe,56.3862,28.1217,-2.46,88,95,3.93,LV,1676227939
444,tulagi,-9.0996,160.1476,28.34,73,100,3.14,SB,1676227939
445,hay river,60.8156,-115.7999,-15.02,78,20,1.03,CA,1676227939
446,ust-ilimsk,58.0006,102.6619,-22.0,99,18,2.11,RU,1676227940
447,bondo,3.8146,23.6866,28.01,28,61,0.32,CD,1676227940
448,ostrovnoy,68.0531,39.5131,-3.98,86,100,12.09,RU,1676227940
449,toma,12.7667,-2.8833,29.58,9,0,4.51,BF,1676227941
450,vao,-22.6667,167.4833,24.58,63,13,8.8,NC,1676227942
451,ust-kalmanka,52.1207,83.305,-7.9,90,100,4.41,RU,1676227942
452,nyuzen,36.9333,137.5,5.26,82,100,4.6,JP,1676227942
453,terra roxa,-23.8557,-50.0314,24.1,85,93,2.62,BR,1676227876
454,marshalltown,42.0494,-92.908,10.13,49,0,5.66,US,1676227943
455,portoferraio,42.8115,10.3146,12.76,93,0,4.12,IT,1676227943
456,bonthe,7.5264,-12.505,26.59,74,0,5.09,SL,1676227944
457,wanaka,-44.7,169.15,12.84,79,7,0.89,NZ,1676227944
458,nishihara,26.1842,127.7558,21.6,94,100,7.2,JP,1676227944
459,valparaiso,-33.0393,-71.6273,23.8,58,0,6.69,CL,1676228005
460,port hardy,50.6996,-127.4199,6.1,93,100,4.63,CA,1676228005
461,taltal,-25.4,-70.4833,23.7,71,8,2.47,CL,1676228005
462,seredka,58.1584,28.1858,-0.14,92,100,4.69,RU,1676228006
463,codrington,-38.2667,141.9667,14.91,58,100,4.78,AU,1676228006
464,ixtapa,20.7,-105.2,32.23,30,0,4.12,MX,1676228007
465,mata,40.683,-7.4592,9.44,78,100,2.17,PT,1676228007
466,bismarck,46.8083,-100.7837,4.25,68,0,9.26,US,1676227835
467,shimoda,34.6667,138.95,11.72,89,100,3.64,JP,1676228008
468,praia da vitoria,38.7333,-27.0667,15.14,77,75,7.54,PT,1676228008
469,kontagora,10.3999,5.4695,29.76,10,0,2.95,NG,1676228008
470,cuenca,-2.8833,-78.9833,20.07,52,100,4.12,EC,1676227794
471,athabasca,54.7169,-113.2854,-0.77,88,100,3.66,CA,1676228009
472,soyo,-6.1349,12.3689,26.61,83,11,4.81,AO,1676228009
473,qasigiannguit,68.8193,-51.1922,-22.86,93,16,0.97,GL,1676228009
474,suba,10.8438,121.0102,26.61,79,13,10.59,PH,1676228010
475,half moon bay,37.4636,-122.4286,16.75,69,0,3.09,US,1676227869
476,paamiut,61.994,-49.6678,-17.19,83,7,7.22,GL,1676228010
477,marsh harbour,26.5412,-77.0636,24.96,72,2,10.91,BS,1676228011
478,orbetello,42.4408,11.2196,9.01,55,6,3.42,IT,1676228011
479,grindavik,63.8424,-22.4338,7.26,100,100,13.38,IS,1676228011
480,yertsevo,60.7966,40.086,-13.99,97,81,2.34,RU,1676228012
481,constitucion,-35.3333,-72.4167,20.02,69,22,6.81,CL,1676228012
482,sistranda,63.7256,8.834,5.98,93,100,10.57,NO,1676228012
483,bathsheba,13.2167,-59.5167,29.34,54,20,11.32,BB,1676228013
484,oranjestad,12.524,-70.027,27.97,69,75,11.32,AW,1676227814
485,varna,43.2167,27.9167,2.47,91,7,2.06,BG,1676227925
486,kurilsk,45.2333,147.8833,-5.82,78,81,5.44,RU,1676228013
487,buala,-8.145,159.5921,26.67,82,100,2.68,SB,1676228014
488,filingue,14.3521,3.3168,28.7,12,0,4.65,NE,1676228014
489,saint-honore,48.5334,-71.0824,-0.95,65,87,6.69,CA,1676228015
490,yaan,7.3833,8.5667,32.01,10,20,2.09,NG,1676228015
491,brae,60.3964,-1.353,8.14,84,100,10.06,GB,1676228015
492,monrovia,6.3005,-10.7969,29.87,87,9,2.33,LR,1676227944
493,canton,23.1167,113.25,22.15,88,93,3.65,CN,1676227958
494,gubkinskiy,64.434,76.5026,-14.85,93,93,8.65,RU,1676228016
495,shubarshi,48.5872,57.1869,-10.34,91,41,3.16,KZ,1676228016
496,pishin,30.5803,66.9961,6.97,29,6,0.83,PK,1676228017
497,mirzapur,25.15,82.5833,15.98,35,0,3.58,IN,1676228017
498,mogadishu,2.0371,45.3438,25.02,84,1,10.58,SO,1676228017
499,makakilo city,21.3469,-158.0858,22.88,71,40,6.69,US,1676228018
500,touros,-5.1989,-35.4608,29.12,66,100,6.66,BR,1676227995
501,tahe,52.3333,124.7333,-24.11,99,94,1.69,CN,1676228018
502,narsaq,60.9167,-46.05,-12.89,70,100,1.39,GL,1676228019
503,emporia,38.4039,-96.1817,14.11,30,0,8.23,US,1676227797
504,lockhart,28.6194,-81.4426,19.43,68,100,10.29,US,1676228079
505,la tuque,47.4334,-72.7824,0.14,64,100,1.03,CA,1676228074
506,san juan,-31.5375,-68.5364,39.91,17,0,2.59,AR,1676227946
507,papetoai,-17.4961,-149.8729,28.77,75,97,5.56,PF,1676228080
508,blackwater,-23.5833,148.8833,24.74,60,0,2.91,AU,1676228080
509,at-bashi,41.1702,75.8106,-19.47,71,1,1.91,KG,1676228080
510,berestechko,50.3605,25.1107,0.0,94,84,2.6,UA,1676228081
511,mulege,26.8833,-111.9833,22.46,25,20,0.56,MX,1676228081
512,bilkha,21.4333,70.6,21.85,26,1,3.4,IN,1676228081
513,ganzhou,28.8184,115.4327,10.15,91,89,2.79,CN,1676228082
514,port-cartier,50.0334,-66.8654,-2.36,73,59,5.46,CA,1676228082
515,kimbe,-5.5502,150.1429,24.92,93,100,0.37,PG,1676228082
516,havelock,34.8791,-76.9013,17.0,84,100,8.75,US,1676228083
517,vostok,46.4856,135.8833,-18.94,98,100,1.9,RU,1676228083
518,verkhnevilyuysk,63.4453,120.3167,-42.76,100,59,1.28,RU,1676228083
519,madison heights,42.4859,-83.1052,10.67,32,0,3.09,US,1676228084
520,minot,48.2325,-101.2963,1.12,69,0,8.23,US,1676228084
521,zafra,38.4167,-6.4167,8.34,69,18,3.15,ES,1676227902
522,axim,4.8699,-2.2405,27.24,84,7,2.85,GH,1676228084
523,malkapur,20.8833,76.2,21.24,22,0,2.26,IN,1676228085
524,okakarara,-20.5833,17.4333,26.35,29,63,3.64,NA,1676228085
525,kota kinabalu,5.9749,116.0724,24.99,88,20,2.06,MY,1676228086
526,pitimbu,-7.4706,-34.8086,31.33,71,100,5.66,BR,1676228086
527,roma,43.2128,-75.4557,8.18,47,100,0.45,US,1676227814
528,waipawa,-41.4122,175.5153,14.95,81,100,5.31,NZ,1676228086
529,lompoc,34.6391,-120.4579,14.36,65,75,3.6,US,1676228087
530,iracoubo,5.4802,-53.2011,25.89,85,95,5.58,GF,1676228087
531,dryden,49.7833,-92.7503,3.16,70,40,6.69,CA,1676228087
532,port-gentil,-0.7193,8.7815,28.98,84,40,3.6,GA,1676228088
533,dakar,14.6937,-17.4441,23.49,83,0,5.14,SN,1676227801
534,lerwick,60.1545,-1.1494,9.0,81,100,9.45,GB,1676228088
535,pandan,14.0453,124.1694,24.97,82,77,4.78,PH,1676228090
536,champerico,14.3,-91.9167,33.3,60,0,4.67,GT,1676228090
537,alenquer,-1.9417,-54.7383,29.44,69,99,0.42,BR,1676228090
538,moose factory,51.2585,-80.6094,-14.0,78,100,4.12,CA,1676228091
539,el tigre,8.8875,-64.2454,31.96,38,41,6.12,VE,1676228092
540,strelka,58.0728,93.0344,-27.19,100,90,1.15,RU,1676228093
541,vaitape,-16.5167,-151.75,27.47,75,98,4.93,PF,1676228093
542,krasnoselkup,65.7,82.4667,-13.94,92,100,9.66,RU,1676228093
543,lalmohan,22.3384,90.7419,22.12,89,0,3.13,BD,1676228094
544,paita,-5.0892,-81.1144,28.13,61,18,5.88,PE,1676228094
545,yarim,14.298,44.3779,11.44,21,0,2.32,YE,1676228094
546,kaeo,-35.1,173.7833,18.51,95,100,9.97,NZ,1676228095
547,pereslavl-zalesskiy,56.7393,38.8563,-16.47,100,97,2.41,RU,1676228095
548,yazd,31.8972,54.3675,5.06,60,20,2.06,IR,1676228095
549,bentiu,9.2333,29.8333,30.45,21,9,2.43,SS,1676228096
550,oistins,13.0667,-59.5333,29.05,54,20,11.32,BB,1676228096
551,suixi,33.8907,116.7747,3.58,96,100,5.64,CN,1676228096
552,isangel,-19.55,169.2667,25.06,88,100,4.12,VU,1676228097
553,nemuro,43.3236,145.575,-3.41,85,100,6.27,JP,1676228157
554,morondava,-20.2833,44.2833,26.87,79,100,5.73,MG,1676228158
555,ballina,-28.8667,153.5667,23.9,99,78,1.69,AU,1676228158
556,bengkulu,-3.8004,102.2655,23.82,84,99,2.65,ID,1676228159
557,vegreville,53.5001,-112.0518,-1.61,69,100,5.14,CA,1676228159
558,jiuquan,39.7432,98.5174,-4.37,51,100,1.37,CN,1676228159
559,khasan,42.4308,130.6434,-6.35,80,10,2.95,RU,1676228160
